订单号,商品编码   ,商品名称              ,销售数量,应收金额 ,实收金额
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,6   ,57   ,55
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,4   ,38   ,36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,    ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,5   ,47.5 ,45.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,9.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,5   ,52.5 ,50.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,10.5 ,9.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,10.5 ,9.24
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,    ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,18.48
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,5   ,52.5 ,50.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,    ,10.5 ,9.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,21   ,19
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,4   ,42   ,
